,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
62,gp:AOqpTOFOAh4JQSR4pHem1JsRrT1UMMD9cHU3lCvyuZk6BucaaJ4lvr1JmaAAfqfSs7AY_AIet56qAqHsC0QY3A,Derya Tarhan,https://play-lh.googleusercontent.com/a-/AOh14GjQ8SVS5yYmGiQtnu7ffjnR-jefEjiKm_Dx4Bom,Teşekkürler,5,4,3.2,2017-02-22 19:32:45,,
63,gp:AOqpTOE7cHjZMZ3h8GpnOJsKnk4i_hdCI8Sp_esueUZZfEPrTI3eT9v2pQB7-xptCsfJmaDjbGXvUShSd3V7QA,Tubi Tubb,https://play-lh.googleusercontent.com/-_8OMlo5Mf38/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckZ4QYLGwwNWLIVfhLJM2plYoBUpw/photo.jpg,Great app.,5,0,3.1.2,2017-01-12 23:24:26,,
64,gp:AOqpTOHg873LMNjnfLafEZWZpg4Nd7X7QqwJYr9gKt3lSd9uCtq_tnRMt-05UMUR3RiXeP_viL-yqr7KjWE5wQ,Suat ATAN :.,https://play-lh.googleusercontent.com/a-/AOh14GiQDR2RlcEI9h7OY9VU3IFfji6b75MgSOVE3JNjT-k,"Uygulama sizi dinlendirmek için tasarlanmış. Farklı ses temaları, manzaralar, seans takibi ve bir çok özelliği ile eşsiz. Tavsiye ederim.",5,4,2.7.9,2016-11-26 08:00:24,,
65,gp:AOqpTOE5QrG-4qBaaA_YswB8NgGmbbjyHJ8_hpHKavABW4p2QD17fRusDVzfsuVhBYGIk1n2eEwMHcEZnxMtbg,Özge Özyorulmaz,https://play-lh.googleusercontent.com/a-/AOh14GhzLxGgmgJHpJcKvirGi2TfnE5WoKC3Kdg6ykqHPw,I really love this app but it can be slower! As learning English it is a little hard :) xx,5,3,2.7.9,2016-11-13 20:51:34,,
66,gp:AOqpTOEtP_1X1x6ZsOYrpg5ol_facpsH8k8WW1u5Nt33G1Ifjp9pao-ZBn04pu2J5Zf_5x0_NesmCxcb4IjEJw,Sivanche Gumba,https://play-lh.googleusercontent.com/a-/AOh14Ggss4Mszs3N-K4TXbba3CWGs1kyD1DcphgdRSGriA,A very nice journey around ones life and it's promising,5,1,2.7.9,2016-11-27 04:07:46,,
67,gp:AOqpTOE5Gm6NB9mMG6Eqo-ebn0kqiPUtXRTQhUn_rJWAz6k-oU5U-CTFgeomZ448cSJ9KqXRFkTkXqOuIzSqCg,Tuğçe İçözü,https://play-lh.googleusercontent.com/a-/AOh14GixzAyJ7Nu0051iq0lrE7GC3vaWvAR9SlhAB7zSxxg,Great! It's my favorite app!,5,3,2.7.9,2016-11-16 01:46:33,,
68,gp:AOqpTOEbE7kYoXbhPbwnANPIonO5Ct9dMCr1FOR3sQ0NgtQ3jyh02L21aqSS0PihU3xYg4xtlqzWqGQYJ77WQg,sercan doğru,https://play-lh.googleusercontent.com/a-/AOh14Ggd7snO3IbkyaDo9gnY35qdfkm3Yxmt2TUjPfmDhA,Mutlaka Türkçesi de olmali....,5,1,2.7.8,2016-10-29 09:11:00,,
69,gp:AOqpTOGlKgF2YydKREmEFDbTPuBlPTX7popg4_9m8nMuWT6X1caDjZ_OY3gN0m-OWmAJBG_vECKJiQgP4aVEiQ,Tuncer Demir,https://play-lh.googleusercontent.com/a-/AOh14GgCa8g-l5QuEAIRWCGlZOP2M4_csCcmDHTjkh9Y7_c,"Yaşamın yükünü üzerinizden günde  10 dakika da olsa bırakmanız için yol gösterici bir uygulama. Yapanların eline, emeğine sağlık. Yalnız dili İngilizce, çok karmaşık bir dil yok ama Türkçesi de yapılırsa daha büyük bir kitleye yararı olur.",5,2,2.7.6,2016-10-16 17:18:56,,
70,gp:AOqpTOEE1m5DvsqbE0LwLKK05PqS2xGXW-6TqUnzp_cGRqQrDWE0hf-zPkgcjxZ1Mpvy5q8SnofpywX5adlLAg,Emrah SONGUR,https://play-lh.googleusercontent.com/a-/AOh14Giwp8PcjXbWI1cU7rNN_HNxxr-f_KM4_FQKiv0yyFc,Ayrıca farkındalıkla ilgilenenler için eğitim ve rehberlik meditasyon da var.,5,5,2.7.6,2016-10-02 10:06:37,,
71,gp:AOqpTOEKYJUXuWzL3iuqA04heHydA2n9WIdNqM7EJ5EWRN6jGJ5OA-HeCfDfgQYSRpsYsKm4KG3Bx4VAWAUidA,Hanefi GÜRLER,https://play-lh.googleusercontent.com/a-/AOh14GjWN5Bzq7xKzA-YONbaKTYAKqkQwXMnFvVgtUWM,"One more thing, more free stuff please :)",5,12,2.7.5,2016-09-08 14:23:13,,
72,gp:AOqpTOGJ_cHclLkif9q0jQLVxXSKg6zNPxnG2semZcRPFUXC4B0DQohP-JONCEQeTH0xgvwTti75fb1Gmc-tXA,Deniz Erkam,https://play-lh.googleusercontent.com/-rjIuoYbyG2Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnbB_lpktMT-VLIRpeWGeOfknghag/photo.jpg,This app helps you to learn to meditate without making things complicated. Very simple and relaxing!,5,2,2.6.7,2016-06-07 16:34:46,,
73,gp:AOqpTOEjtBoHvUh6TWT0UyJ6djH-g5MaDpBLjBHX7g-QbHruhr_wtUsVBoln-X4wyOOPFXC-N2tEXDivXYAe3w,Merve Özdemir,https://play-lh.googleusercontent.com/a-/AOh14GiFR_MZuwZ8P__UYG07RMDvIhh2IXybjVwX6cLu9g,Neden Türkçe değil,5,4,2.6.1,2016-03-02 09:55:01,,
74,gp:AOqpTOH97bsvkwOkwobW0Xr-UKiYJWVp3QqMYJ4iFCgJIT5fkKTdv7zFBGkYJCZ02DmDGtf7eFK9xzZMkvYUxg,Rebel Angel,https://play-lh.googleusercontent.com/-aotlHDcYBPk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmDNiJ4XK7Em71w6qwF5_oA23lsXQ/photo.jpg,Daha çok seçenek gelmeli.,5,4,2.5.6,2015-11-06 17:26:28,,
75,gp:AOqpTOFhgzT2X8wmXxE2cpqditFEoVYydkWNqn6aAn1beSo23ca_kZSQdJ-zIWHC_CCO-rNVB8O1qa_1S6qQFQ,Fatma Özdemir,https://play-lh.googleusercontent.com/-JhuRxEqYp_o/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmkjnppFx05JYfLvFRj-xZPuz1IGA/photo.jpg,Pek j mini,5,0,2.5.6,2015-11-14 20:51:37,,
76,gp:AOqpTOHD93SLDFeDhcuSBPo9DvqVP3Re8gZuBAtT_olxMHG57o-AIaFQyKM9hj6UyBBUnxFJbt6bbdvxdbrmwQ,Yiğit Yıldırım,https://play-lh.googleusercontent.com/a-/AOh14GiVWjhJukGyWPo0sngHl8qSz61knq0cPykWuxHZu0o,Gerçekten iyi ufak sesi açıp rahatlatan ve uyumanızı sağlar.,5,0,1.9.4,2015-02-05 01:01:19,,
77,gp:AOqpTOGMLx7dbugm4B44vfGIe6hh8_ILkHcXiDx4pU9d1wpSaz6rIaenffR77hD3p6g2AMv7K_v2OKtajiZegw,NUMANXMA,https://play-lh.googleusercontent.com/a-/AOh14Gg4Rp-GRvnIKPqHa20xr307ZcrAS70aiHppGsi9EQ,PLASE TURKISH LANGUAGE,5,1,1.9.4,2016-07-02 05:44:59,,
78,gp:AOqpTOFBZ3HBqjO0TfhCA4v5aXlsydC8aZTQcQe8b9Jxc6RRrkDlWLX1iZTRvb1nxvQ6pazHDHpNFCT2k-Y2xg,Arda Özünver,https://play-lh.googleusercontent.com/a-/AOh14GisUHvs8ayBZysFOkSwUWrievM2N3Ym4h_r4VNu,I liked that app. This is a amazing app for me and my pineal gland. I hope you cam to calm down. Thank you for this. Good Meditates!,5,1,,2020-01-29 01:40:26,,
79,gp:AOqpTOGPxVafckii6hopTC5STnhiM8Wk_pjKQLBIa_LJCuCMYzjTdgqKg14-q7ZH-k78AWS5eD6JTESsqmngJQ,sultan erdogan aslan,https://play-lh.googleusercontent.com/a-/AOh14GgjwG8GW5UZ6wjVnCNofResDr17JSef-y2pAWBY,Resim için değil ses için tasarlanmis çok güzel bir uygulama,5,0,,2017-03-21 21:11:03,,
80,gp:AOqpTOE0zXIg_jtLZ13xSTNfjq7t_0zWh6KKmEAkUxpXE3BQSMWgKWqjXtKEAMIwmIk3Y-_TtBoIDFi2MlcvkQ,Efe Demirkök,https://play-lh.googleusercontent.com/a-/AOh14GhsMjsyFymG7AgfZ9c4H2QDk9kPd4DTYuXY8pNThw,Scenes don't seem to affect much maybe higher quality would make difference,5,0,,2016-11-22 21:59:31,,
81,gp:AOqpTOEU3yuaXjkizDiO2xvpMU4x9Bk8mpsuI6bvpGYaqLqCrOKWiKzFqbmyBiT37eXZgIao8DBwDSOvAZTbWA,Uçan Ağaç,https://play-lh.googleusercontent.com/a-/AOh14Gg6PtVXYGm8ZTXMpIfr1SWr2fis5bwrsG5tN-QB,hangi cehenneme düştüm ben herkes ingilizce bişeyler yazmış :D,5,0,,2018-07-26 18:14:00,,
82,gp:AOqpTOFz1fU2S1fNcNGAjgvo3Yu7mA5xMbeTH0QCeouQae5s28wbiCCweeoIet4OZRPKspgDfxd_x3K5lFJrMQ,Ömer Kayışoğlu,https://play-lh.googleusercontent.com/a-/AOh14GhK3xBOc30otHECkvmMgoQLk1RTp4MCdLdtgqOs,Merhaba bu kadar çok seviyorum ben seni,5,0,,2015-11-22 00:11:21,,
83,gp:AOqpTOEXiKWn-aQWggP-OmgN6B5HWx0PU_WUx_vj6F-LBfrhEhS3oY-WXIV6LN7BgYEGmwFuh_JhrnDNoRWyOQ,Google kullanıcısı,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Çok yararlı bir uygulama tavsiye ederim,5,0,,2017-05-30 08:04:26,,
84,gp:AOqpTOHv3T8HLVZa1xclfLfMso8Fy0mOiFj9b3A_bFrGk9-qS7g_35rC7OI3vJR8JfwtWQXcEcn1f7OElXT5iA,Louis S. Watkins,https://play-lh.googleusercontent.com/a-/AOh14GgkB9kC3g0GPuUcgMkIsU4j5A_SdRzGYj4Ti4G37A,"Yükləməyə dəyər, dostlar.",5,0,,2014-10-27 18:21:03,,
85,gp:AOqpTOF5usY40D5WzfwSe-YB1wGQVLqH9pd4dRgq3xxG2GSjVy8_L0_ggI_ROuSSznWSQM0MneK71KuHWqFqbg,Duru Kılıç,https://play-lh.googleusercontent.com/a-/AOh14GgL0iqqO-Y_s7DqYz7KHTpHfdmvgD6KB2y_-kia2Q,Zoe!!,5,0,,2015-02-04 00:04:42,,
86,gp:AOqpTOEo0fw4Il2yk9Y3vZeTOPoy55CK-So1oeuszs-vpNJvdgQYL5yDnqMtlVn2rhOHGolHBUdV1oivR7GUoQ,Sude Naz,https://play-lh.googleusercontent.com/-XET0miD8VRY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl_YIKU6JjVHKMQ9ll5XkDzcTJIbw/photo.jpg,Çok rahatlatıyor,5,0,,2015-12-05 23:04:35,,
87,gp:AOqpTOG9LqdHpUtlYDtkt1A1Bym-ioOUmW7izteH3xaqtuXXkL2LRmDFFdqoUs85YXYGrMzeIo4XLFKJpcttzw,Jahseh,https://play-lh.googleusercontent.com/a-/AOh14Ggh5sFLkyOPq6WDnrF2iKqw8S6-C_2aGAjD1ZeaqlU,Harrieeeeeeee,5,2,,2020-07-06 20:11:35,,
88,gp:AOqpTOG3dyCdpy5rKCUk2QovFx3ST-vx2eHvSLf6fuPKXby-amciZLt_5A07xvmzWNBGi7MS7QF3HwPvcuajcA,Kroniqque,https://play-lh.googleusercontent.com/-m9pF0Lpw150/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclmawf25AX1CTh-f4xgdViMRTtPzg/photo.jpg,Great,5,1,,2016-12-20 01:46:48,,
89,gp:AOqpTOERT6zZFVn9K8UqLo_Y9ip2wE_2_NGHuReL-HviVLvvGw24sPkPgsMibru4K27gNPCEPiW7it4hHgn22w,abdullah kaçar,https://play-lh.googleusercontent.com/a-/AOh14GhQa5S11S0p4jkRZ9xnV9rInm1htEqHmhSpfuaj_A,super,5,0,,2018-07-24 18:33:31,,
90,gp:AOqpTOGAlG_PrgOAOS_TAkLC1Trn0OmWd-4VvpkN6qQf2ldBf2ES_AFwzr_ZgKh8ZvrKKJ32aBOCfJtlxuAE4g,eyup ışık,https://play-lh.googleusercontent.com/a-/AOh14GibZjRGBKtlAuG4J_M4_LgMRR1U-rSDAJVlj69_,Guzelmis,5,0,,2018-08-14 16:13:47,,
91,gp:AOqpTOHzgfo3Fu71FUuvOKyry2I2cClSQqmBecdEPLbV73jreIkgOCbPS796dzsm8x-57PJ3Yi7662PXbVlp8A,Vuslat Muslu,https://play-lh.googleusercontent.com/a-/AOh14GjllhcTqxUrMNH8d9xSp7YgCPLiunMMJpjSHHFDJ5c,Harika,5,0,,2015-08-29 18:20:54,,
